User_ID,Industry,Job_Role,Location,Experience_Years,Primary_AI_Tool,Daily_Token_Usage,Tasks_Automated_Per_Week,Productivity_Gain_Percent,Adoption_Date
USR-9E4D58FC,Software Development,Software Engineer,North America,19,Claude (Anthropic),6372,3,3.8,2023-04-04
USR-F103D0B8,Software Development,QA Tester,Asia-Pacific,17,Claude (Anthropic),8959,1,17.4,2024-06-19
USR-9C9EE28B,Education,Instructional Designer,Europe,19,ChatGPT (OpenAI),8599,1,8.7,2021-05-24
USR-26DBAB26,Education,Instructional Designer,Latin America,19,Claude (Anthropic),9216,1,10.7,2024-08-04
USR-A726EBC1,Marketing,Marketing Analyst,Europe,3,Perplexity,3979,2,5.9,2022-05-25
USR-4D1C5CA5,Finance,Accountant,North America,25,Perplexity,1535,3,1.9,2023-01-28
USR-C9083BFB,Creative & Design,UI/UX Designer,Europe,19,Midjourney,1867,1,2.1,2024-12-26
USR-3F414FE1,Education,Student,Asia-Pacific,21,ChatGPT (OpenAI),10476,1,11.6,2024-10-29
USR-BAEA3E87,Finance,Financial Analyst,Asia-Pacific,19,Claude (Anthropic),6942,1,9.1,2024-01-04
USR-2F36A541,Education,Teacher,North America,19,ChatGPT (OpenAI),5675,1,8.8,2023-08-11
USR-D7A33D7E,Finance,Accountant,North America,19,Perplexity,10466,1,14.9,2024-02-05
USR-2058CCE7,Creative & Design,UI/UX Designer,North America,22,Perplexity,10483,2,18.5,2021-05-10
USR-CD20757B,Education,Student,North America,11,ChatGPT (OpenAI),4362,1,9.3,2024-10-31
USR-21C27315,Creative & Design,Graphic Designer,Middle East & Africa,11,Gemini (Google),10593,1,13.0,2024-11-23
USR-D7F29B78,Marketing,Social Media Manager,North America,6,Claude (Anthropic),12608,1,18.1,2024-12-15
USR-5094F80D,Healthcare,Healthcare Analyst,North America,22,ChatGPT (OpenAI),13817,1,16.1,2023-09-07
USR-6CA19D82,Creative & Design,Illustrator,Asia-Pacific,3,Midjourney,1892,1,0.9,2024-09-21
USR-DD5F34D9,Education,Instructional Designer,Asia-Pacific,23,Perplexity,6727,1,10.3,2024-07-31
USR-C3B323F2,Healthcare,Medical Researcher,Asia-Pacific,1,Gemini (Google),2778,3,5.9,2023-10-13
USR-CA1F232B,Software Development,Software Engineer,Europe,14,ChatGPT (OpenAI),11020,1,5.6,2022-02-20
USR-9D0BB65B,Marketing,Marketing Analyst,Europe,21,ChatGPT (OpenAI),9397,2,7.2,2024-02-19
USR-6DA376DE,Creative & Design,Illustrator,North America,11,Midjourney,1274,1,1.8,2023-06-09
USR-9952EA8A,Creative & Design,Illustrator,Europe,8,ChatGPT (OpenAI),16107,1,13.0,2023-07-18
USR-5193CE53,Finance,Financial Analyst,North America,6,Midjourney,954,1,1.7,2025-06-01
USR-F85FEF08,Healthcare,Healthcare Analyst,Europe,8,ChatGPT (OpenAI),9903,1,17.6,2024-11-04
USR-C156034C,Creative & Design,Video Editor,Europe,15,Midjourney,1587,2,2.8,2023-08-05
USR-47717699,Software Development,Software Engineer,Asia-Pacific,16,DeepSeek,23113,2,19.6,2024-03-12
USR-65233A00,Creative & Design,Illustrator,Asia-Pacific,11,Midjourney,3175,2,3.7,2023-02-18
USR-142EBE35,Healthcare,Clinical Admin,Middle East & Africa,1,ChatGPT (OpenAI),1063,2,1.8,2024-12-09
USR-5224D612,Marketing,Social Media Manager,North America,24,ChatGPT (OpenAI),7186,1,13.2,2026-01-17
USR-D426AC56,Finance,Investment Banker,Europe,14,ChatGPT (OpenAI),7868,3,4.1,2024-08-28
USR-ACBB340B,Marketing,Content Writer,North America,4,ChatGPT (OpenAI),9302,1,10.2,2024-06-02
USR-837227EF,Finance,Accountant,Europe,21,Claude (Anthropic),6607,1,12.5,2025-04-11
USR-5D442DB4,Marketing,Marketing Analyst,Asia-Pacific,6,Claude (Anthropic),13247,1,13.0,2023-02-14
USR-94A5BB14,Creative & Design,UI/UX Designer,North America,3,Midjourney,1011,3,0.4,2023-11-18
USR-52B73A17,Creative & Design,UI/UX Designer,North America,18,Midjourney,2776,1,3.3,2023-06-17
USR-499B581D,Software Development,Software Engineer,Europe,21,Perplexity,15503,3,7.7,2022-07-17
USR-D3A20B29,Healthcare,Healthcare Analyst,North America,13,ChatGPT (OpenAI),7601,2,10.1,2023-12-14
USR-E2D4C6A7,Education,Instructional Designer,Asia-Pacific,14,ChatGPT (OpenAI),4249,1,4.6,2026-01-16
USR-6C976AC4,Creative & Design,Graphic Designer,North America,6,Claude (Anthropic),14327,3,24.7,2023-09-09
USR-75E679FA,Creative & Design,UI/UX Designer,North America,19,Midjourney,3121,3,5.0,2023-04-14
USR-3273B849,Healthcare,Medical Researcher,North America,13,Claude (Anthropic),13687,2,21.2,2022-09-05
USR-FC9495DD,Education,Student,Asia-Pacific,17,ChatGPT (OpenAI),2058,3,3.9,2024-06-26
USR-56EB0ACF,Creative & Design,UI/UX Designer,North America,13,Perplexity,7399,1,10.4,2021-01-23
USR-0AF24CB4,Healthcare,Clinical Admin,North America,21,Gemini (Google),4661,1,2.2,2021-12-31
USR-7C90A869,Healthcare,Healthcare Analyst,Latin America,8,Claude (Anthropic),5092,1,4.9,2023-11-09
USR-171DCF87,Marketing,Content Writer,Asia-Pacific,16,Claude (Anthropic),12382,2,19.3,2024-07-06
USR-84FC49EB,Education,Instructional Designer,Asia-Pacific,16,ChatGPT (OpenAI),13453,3,24.5,2022-06-05
USR-34718320,Finance,Financial Analyst,Europe,9,Gemini (Google),6742,1,8.9,2023-10-08
USR-792D8319,Education,Instructional Designer,Europe,1,Claude (Anthropic),1979,1,2.3,2024-04-15
USR-17620EC2,Software Development,QA Tester,North America,7,Claude (Anthropic),15150,2,20.1,2023-12-19
USR-B8BBACE4,Software Development,DevOps Engineer,Europe,11,DeepSeek,25787,3,31.8,2023-05-23
USR-D164372D,Creative & Design,Graphic Designer,Asia-Pacific,18,Midjourney,508,2,1.0,2023-10-21
USR-1A69A8DB,Healthcare,Medical Researcher,Europe,18,ChatGPT (OpenAI),8343,1,16.6,2024-06-07
USR-EBE39D40,Software Development,QA Tester,North America,21,GitHub Copilot,12834,1,22.8,2024-09-05
USR-06377064,Education,Student,North America,16,Midjourney,1242,2,2.8,2023-07-21
USR-D24409D5,Marketing,SEO Specialist,Europe,10,ChatGPT (OpenAI),5635,3,3.2,2024-04-07
USR-329ED8ED,Creative & Design,Graphic Designer,Europe,21,ChatGPT (OpenAI),15069,4,28.7,2023-07-15
USR-B5CFF117,Marketing,Marketing Analyst,North America,6,ChatGPT (OpenAI),3950,2,4.2,2024-01-19
USR-26CAC7ED,Marketing,Content Writer,Europe,18,Claude (Anthropic),9713,1,7.2,2022-02-08
USR-3A28664D,Creative & Design,UI/UX Designer,North America,19,ChatGPT (OpenAI),2025,1,1.1,2023-08-21
USR-7C0C52DD,Healthcare,Clinical Admin,North America,11,Gemini (Google),4627,1,8.0,2024-11-07
USR-C32FF307,Creative & Design,Graphic Designer,Latin America,22,Midjourney,1830,3,1.5,2021-12-20
USR-E455F424,Marketing,Content Writer,North America,16,Claude (Anthropic),16822,3,26.4,2023-04-04
USR-39D2F94A,Marketing,Social Media Manager,Europe,9,ChatGPT (OpenAI),1698,1,3.0,2023-07-30
USR-C8CF7BEB,Finance,Investment Banker,Asia-Pacific,24,Claude (Anthropic),5339,3,9.1,2023-02-20
USR-07208B4A,Finance,Investment Banker,Europe,15,Claude (Anthropic),9914,3,6.2,2026-03-31
USR-9FEE91C5,Education,Student,Europe,20,Midjourney,1169,1,2.2,2024-03-16
USR-92176075,Software Development,Software Engineer,Asia-Pacific,4,GitHub Copilot,22720,1,20.2,2023-03-06
USR-E9951AF9,Healthcare,Healthcare Analyst,Latin America,19,Perplexity,4512,1,7.9,2024-01-24
USR-0906DA2F,Finance,Investment Banker,Europe,2,ChatGPT (OpenAI),14109,3,24.2,2023-10-25
USR-B0FB8A1C,Marketing,Marketing Analyst,Europe,6,ChatGPT (OpenAI),11567,1,15.6,2023-09-19
USR-65E9A9B7,Creative & Design,Video Editor,North America,10,Midjourney,1169,1,1.8,2021-05-30
USR-7BCBE16F,Finance,Investment Banker,North America,11,Claude (Anthropic),9822,1,18.2,2023-12-08
USR-1787551B,Finance,Accountant,Latin America,11,Perplexity,11154,1,8.7,2024-07-23
USR-25D553F4,Creative & Design,Illustrator,North America,25,Midjourney,2009,3,2.4,2023-08-12
USR-4918E7CF,Marketing,SEO Specialist,North America,13,ChatGPT (OpenAI),12006,3,21.2,2024-06-05
USR-D5CFF041,Marketing,Content Writer,Europe,23,Claude (Anthropic),4340,2,4.2,2025-11-10
USR-189F1161,Marketing,SEO Specialist,North America,13,Perplexity,9484,1,18.6,2021-10-24
USR-000432B0,Creative & Design,Illustrator,North America,23,Midjourney,1146,2,0.7,2024-03-04
USR-087AC96D,Creative & Design,Video Editor,North America,15,Gemini (Google),12854,2,27.2,2023-02-14
USR-7FC5A09F,Creative & Design,Video Editor,North America,10,Midjourney,2350,1,3.5,2022-01-04
USR-447E109A,Software Development,DevOps Engineer,North America,11,DeepSeek,22633,3,33.6,2023-04-30
USR-41CF1174,Marketing,Marketing Analyst,North America,13,Perplexity,9139,3,5.7,2023-10-11
USR-9FDD001A,Marketing,Social Media Manager,North America,9,Perplexity,2317,1,3.1,2024-09-09
USR-7CE0B68F,Software Development,QA Tester,Latin America,22,Perplexity,7347,1,10.3,2023-06-14
USR-097F3E05,Education,Professor,Asia-Pacific,23,Perplexity,6941,1,10.2,2024-08-18
USR-36B02F93,Finance,Investment Banker,North America,19,ChatGPT (OpenAI),13135,3,7.4,2023-08-31
USR-E144048A,Creative & Design,Illustrator,Asia-Pacific,17,Midjourney,3324,2,3.3,2024-11-26
USR-85C719CE,Software Development,Software Engineer,North America,21,Claude (Anthropic),3498,2,4.9,2021-01-01
USR-021EA0A2,Healthcare,Medical Researcher,Asia-Pacific,14,ChatGPT (OpenAI),4546,1,7.7,2023-02-22
USR-5EEB9288,Education,Instructional Designer,North America,18,Gemini (Google),1361,3,2.5,2023-05-29
USR-D0E805DC,Creative & Design,Graphic Designer,North America,7,ChatGPT (OpenAI),14929,1,11.8,2024-02-21
USR-76845C3F,Marketing,Social Media Manager,North America,10,ChatGPT (OpenAI),14071,1,8.2,2024-05-25
USR-8907CF1F,Finance,Financial Analyst,North America,11,ChatGPT (OpenAI),5741,3,7.2,2024-04-23
USR-5F06DEE1,Software Development,QA Tester,North America,14,DeepSeek,23142,3,25.5,2023-07-01
USR-ADF0FBDE,Education,Professor,North America,14,Perplexity,5229,1,6.7,2024-10-19
USR-06D11678,Healthcare,Clinical Admin,Latin America,11,Perplexity,10334,2,21.4,2023-06-30
USR-05E70A1D,Finance,Accountant,North America,13,Perplexity,12367,2,19.6,2024-03-03
USR-03593288,Software Development,QA Tester,Europe,22,Claude (Anthropic),9589,2,15.3,2022-06-07
USR-5E8C13BA,Creative & Design,Illustrator,North America,7,ChatGPT (OpenAI),13951,1,15.7,2024-02-19
USR-0322C4F9,Creative & Design,UI/UX Designer,Latin America,8,Midjourney,2895,2,2.8,2024-08-16
USR-11EF81CC,Marketing,Content Writer,Europe,24,Gemini (Google),3434,3,6.0,2024-01-06
USR-FAF7108B,Healthcare,Clinical Admin,North America,23,ChatGPT (OpenAI),11851,1,11.6,2023-01-09
USR-880D1BB7,Marketing,Social Media Manager,North America,19,ChatGPT (OpenAI),9239,1,13.6,2024-10-11
USR-7A021AC2,Education,Instructional Designer,Europe,11,ChatGPT (OpenAI),5526,2,6.1,2024-12-17
USR-21892A4A,Marketing,SEO Specialist,Asia-Pacific,25,ChatGPT (OpenAI),8963,3,7.5,2024-09-08
USR-28C3DC92,Marketing,SEO Specialist,Europe,10,Perplexity,4334,2,4.1,2023-01-13
USR-B50202BF,Creative & Design,Illustrator,North America,17,Midjourney,749,1,0.7,2023-02-10
USR-0BD36367,Marketing,Marketing Analyst,North America,11,ChatGPT (OpenAI),8816,1,8.5,2024-12-21
USR-45982BBC,Education,Student,North America,2,ChatGPT (OpenAI),1381,2,1.7,2024-04-27
USR-C4DA0040,Education,Instructional Designer,Asia-Pacific,5,ChatGPT (OpenAI),15312,2,25.9,2022-12-18
USR-99300B19,Healthcare,Medical Researcher,Europe,13,ChatGPT (OpenAI),6493,2,6.0,2026-03-21
USR-220E0CCC,Software Development,Software Engineer,Asia-Pacific,5,DeepSeek,20171,2,15.2,2026-04-03
USR-49012523,Software Development,Software Engineer,Europe,25,GitHub Copilot,17880,1,18.0,2024-04-15
USR-819A1B7A,Marketing,Marketing Analyst,Europe,22,Claude (Anthropic),9413,3,6.5,2024-10-17
USR-42911580,Healthcare,Clinical Admin,Middle East & Africa,12,Claude (Anthropic),9411,2,20.4,2025-02-05
USR-15501203,Healthcare,Medical Researcher,Asia-Pacific,25,Gemini (Google),7253,1,13.2,2025-12-31
USR-67E3FAD9,Finance,Accountant,Middle East & Africa,22,Claude (Anthropic),8884,2,16.0,2023-11-24
USR-75C23F05,Finance,Financial Analyst,North America,12,Claude (Anthropic),4342,1,5.3,2023-02-04
USR-039337AD,Software Development,DevOps Engineer,Europe,4,ChatGPT (OpenAI),10935,1,7.1,2023-10-14
USR-89F03B39,Creative & Design,Illustrator,Europe,10,Midjourney,816,2,0.5,2026-05-05
USR-2531B936,Creative & Design,Video Editor,North America,1,Midjourney,1983,2,1.5,2025-06-17
USR-D3F57C8B,Education,Teacher,Europe,12,Claude (Anthropic),5455,2,9.1,2023-03-25
USR-36C69C95,Healthcare,Clinical Admin,Europe,22,Claude (Anthropic),7748,3,10.6,2023-08-27
USR-A0B51786,Software Development,Software Engineer,North America,25,GitHub Copilot,56493,9,66.6,2024-07-03
USR-1F46960B,Creative & Design,UI/UX Designer,Asia-Pacific,18,Perplexity,10208,1,12.1,2024-04-18
USR-7FDFA2BB,Software Development,DevOps Engineer,North America,1,Gemini (Google),5479,2,8.7,2024-09-14
USR-45CF0604,Healthcare,Healthcare Analyst,Asia-Pacific,16,Midjourney,668,2,0.3,2026-05-18
USR-09DDE0FC,Finance,Financial Analyst,Europe,5,Perplexity,9436,3,5.8,2023-06-08
USR-50E3B3B1,Creative & Design,Graphic Designer,North America,2,Midjourney,1043,1,1.5,2022-03-28
USR-27FEEDB1,Marketing,SEO Specialist,North America,3,Perplexity,14228,2,22.3,2023-02-15
USR-E878A77E,Education,Professor,North America,6,ChatGPT (OpenAI),5569,1,10.1,2024-02-01
USR-FA60DACD,Marketing,Marketing Analyst,Asia-Pacific,5,ChatGPT (OpenAI),11491,2,25.6,2023-10-03
USR-99047FC3,Finance,Accountant,Europe,23,Perplexity,10255,2,15.7,2023-06-09
USR-C6082FA5,Finance,Financial Analyst,North America,9,ChatGPT (OpenAI),11080,1,18.3,2024-10-09
USR-A7DA7E33,Finance,Financial Analyst,North America,15,ChatGPT (OpenAI),10585,1,16.0,2023-04-29
USR-2C0AC0B3,Education,Professor,North America,13,ChatGPT (OpenAI),4529,2,3.9,2025-08-12
USR-A1CEB582,Finance,Financial Analyst,North America,10,Claude (Anthropic),8016,2,5.0,2023-07-11
USR-76EBF22D,Healthcare,Clinical Admin,North America,8,ChatGPT (OpenAI),4390,1,6.3,2023-08-09
USR-96B979BA,Software Development,Software Engineer,North America,2,GitHub Copilot,23127,2,24.4,2023-03-10
USR-592F75D6,Software Development,QA Tester,Europe,17,Claude (Anthropic),11775,2,17.8,2024-07-26
USR-8568F47E,Healthcare,Healthcare Analyst,North America,1,Claude (Anthropic),11395,1,12.3,2023-06-25
USR-12541AFB,Finance,Investment Banker,North America,19,ChatGPT (OpenAI),5293,3,4.5,2025-01-29
USR-91FD0337,Healthcare,Healthcare Analyst,Europe,14,ChatGPT (OpenAI),12492,2,21.0,2024-05-11
USR-6406AB70,Healthcare,Clinical Admin,Asia-Pacific,10,Perplexity,10664,2,16.2,2021-04-27
USR-3528965B,Finance,Financial Analyst,Europe,19,Midjourney,1985,1,3.0,2024-04-14
USR-744C8CF0,Healthcare,Clinical Admin,Europe,18,Claude (Anthropic),14685,2,20.5,2023-10-20
USR-BA022E32,Creative & Design,UI/UX Designer,Asia-Pacific,15,Midjourney,2183,3,3.6,2023-07-11
USR-E1B9C96C,Healthcare,Healthcare Analyst,Europe,22,Claude (Anthropic),10618,2,6.6,2024-03-30
USR-ADA6FB14,Finance,Financial Analyst,North America,4,Gemini (Google),6733,1,8.7,2022-04-06
USR-19BA828F,Healthcare,Healthcare Analyst,North America,5,Perplexity,5740,2,7.9,2024-03-14
USR-C01FAFCD,Marketing,Content Writer,Europe,20,Perplexity,9437,1,9.8,2023-09-23
USR-BF6B94BB,Education,Student,Europe,19,Claude (Anthropic),6047,2,6.3,2026-05-03
USR-7CCDF497,Creative & Design,Video Editor,North America,2,Perplexity,2806,2,4.7,2024-12-24
USR-A16BF1C6,Finance,Investment Banker,North America,12,Perplexity,4613,1,9.5,2025-03-18
USR-0BA09096,Finance,Investment Banker,Europe,4,ChatGPT (OpenAI),5520,1,12.2,2023-07-10
USR-525A9D66,Healthcare,Clinical Admin,Europe,13,ChatGPT (OpenAI),10653,2,19.9,2024-03-10
USR-33F8B3EB,Finance,Financial Analyst,Asia-Pacific,5,ChatGPT (OpenAI),10960,1,14.8,2024-07-06
USR-855C08EC,Finance,Investment Banker,Europe,8,Claude (Anthropic),4707,1,4.7,2024-10-24
USR-7252A616,Software Development,QA Tester,North America,13,DeepSeek,22477,5,41.0,2024-09-11
USR-898CA89E,Healthcare,Healthcare Analyst,North America,10,Gemini (Google),10932,1,15.7,2023-05-27
USR-94EA3DDB,Healthcare,Clinical Admin,North America,11,Perplexity,8238,2,16.4,2025-02-23
USR-C26430F2,Healthcare,Clinical Admin,Asia-Pacific,13,Perplexity,12660,3,9.9,2024-09-13
USR-3B4141E0,Finance,Accountant,Asia-Pacific,3,Claude (Anthropic),7571,2,7.6,2022-04-02
USR-57315388,Software Development,QA Tester,Europe,8,ChatGPT (OpenAI),16572,1,17.7,2024-05-17
USR-790C847D,Creative & Design,Illustrator,Asia-Pacific,11,ChatGPT (OpenAI),6769,1,10.8,2026-05-28
USR-03DCB4B3,Education,Student,North America,23,ChatGPT (OpenAI),8517,1,11.7,2024-05-20
USR-841B3E27,Education,Instructional Designer,North America,4,ChatGPT (OpenAI),9201,2,16.2,2021-09-11
USR-30C74E5B,Software Development,DevOps Engineer,Asia-Pacific,6,GitHub Copilot,28546,3,42.4,2023-04-01
USR-299E0F51,Healthcare,Medical Researcher,North America,17,Perplexity,2202,3,3.2,2024-03-12
USR-ED0A4BA0,Creative & Design,Video Editor,Middle East & Africa,17,Midjourney,2643,1,4.7,2024-07-24
USR-DE9D1102,Healthcare,Medical Researcher,North America,14,Midjourney,846,2,1.7,2024-03-17
USR-CA211DFE,Education,Professor,North America,17,Perplexity,2247,2,1.9,2023-02-14
USR-5C6241B7,Education,Instructional Designer,Europe,25,ChatGPT (OpenAI),5425,2,4.3,2024-01-14
USR-54E8F81D,Healthcare,Healthcare Analyst,Europe,4,Perplexity,1682,3,2.1,2022-03-11
USR-1AB966A3,Software Development,Data Scientist,Europe,17,Claude (Anthropic),12886,2,16.7,2022-11-15
USR-A481B659,Creative & Design,Graphic Designer,Asia-Pacific,10,Claude (Anthropic),2058,1,2.0,2024-05-16
USR-7CC3C281,Creative & Design,Video Editor,North America,7,ChatGPT (OpenAI),11040,2,8.6,2021-06-27
USR-7A887033,Finance,Financial Analyst,North America,8,ChatGPT (OpenAI),13096,1,12.1,2025-07-20
USR-908C6A0E,Creative & Design,Graphic Designer,Europe,16,Midjourney,2271,3,3.7,2023-03-01
USR-9D7239DB,Software Development,DevOps Engineer,Europe,19,GitHub Copilot,32340,2,19.4,2021-09-03
USR-B58C1BA8,Creative & Design,UI/UX Designer,Europe,1,Midjourney,1212,3,0.9,2023-04-10
USR-C6F739A0,Healthcare,Healthcare Analyst,Europe,11,Claude (Anthropic),10709,2,15.9,2024-04-26
USR-633DACD2,Finance,Accountant,Asia-Pacific,5,ChatGPT (OpenAI),2865,3,2.7,2023-05-21
USR-22BC2712,Healthcare,Clinical Admin,North America,3,Claude (Anthropic),4267,2,5.1,2021-07-30
USR-834FC2C0,Education,Professor,North America,6,Claude (Anthropic),6117,1,5.5,2024-12-21
USR-634E9E49,Education,Instructional Designer,North America,20,Claude (Anthropic),1386,2,2.6,2023-06-20
USR-DC4FB343,Marketing,Marketing Analyst,Europe,7,Gemini (Google),14601,2,27.5,2024-09-16
USR-8CAE143A,Healthcare,Clinical Admin,Europe,15,Gemini (Google),3249,1,2.7,2024-11-17
USR-AC75A97F,Marketing,SEO Specialist,Europe,11,Claude (Anthropic),15180,2,24.2,2024-05-12
USR-C971C491,Software Development,Data Scientist,Asia-Pacific,17,GitHub Copilot,40214,6,57.6,2024-01-07
USR-240E7522,Marketing,Social Media Manager,Europe,25,ChatGPT (OpenAI),4414,3,4.5,2023-05-08
USR-6884192F,Software Development,QA Tester,North America,19,ChatGPT (OpenAI),2850,2,3.3,2024-03-25
USR-58D32817,Healthcare,Clinical Admin,North America,10,Claude (Anthropic),12367,2,17.2,2022-01-22
USR-9E79AC53,Marketing,Marketing Analyst,Latin America,13,ChatGPT (OpenAI),13183,2,17.2,2021-03-17
USR-76F42496,Creative & Design,Video Editor,North America,4,ChatGPT (OpenAI),7868,1,10.9,2024-02-21
USR-6D04AB8E,Education,Professor,Europe,13,Claude (Anthropic),12008,2,24.0,2024-03-16
USR-FC791938,Marketing,Social Media Manager,Asia-Pacific,20,ChatGPT (OpenAI),1586,3,2.1,2023-11-05
USR-2099393D,Software Development,Software Engineer,Europe,18,DeepSeek,19954,5,38.2,2025-07-12
USR-B7BD34D1,Finance,Investment Banker,North America,8,ChatGPT (OpenAI),8687,3,5.6,2024-08-14
USR-BBADA439,Healthcare,Healthcare Analyst,North America,9,Perplexity,8943,1,10.6,2024-10-12
USR-DF307352,Software Development,Data Scientist,Asia-Pacific,1,GitHub Copilot,22838,3,36.5,2024-09-20
USR-D6589D86,Healthcare,Clinical Admin,Asia-Pacific,4,ChatGPT (OpenAI),7846,1,9.1,2023-05-07
USR-7D4B3DC9,Education,Student,Asia-Pacific,20,ChatGPT (OpenAI),5267,2,6.1,2026-06-14
USR-3AFFA291,Marketing,SEO Specialist,North America,7,ChatGPT (OpenAI),3085,2,3.6,2024-08-26
USR-97BC2865,Creative & Design,UI/UX Designer,North America,19,ChatGPT (OpenAI),13627,2,5.9,2024-05-12
USR-FCDCF7B0,Finance,Accountant,Middle East & Africa,21,Perplexity,3116,3,4.8,2023-11-13
USR-4305778A,Marketing,Social Media Manager,North America,19,Gemini (Google),7848,3,8.6,2024-03-31
USR-F92CAD99,Software Development,Software Engineer,Europe,13,GitHub Copilot,17299,2,30.0,2024-10-29
USR-74E54FA3,Marketing,Marketing Analyst,Asia-Pacific,4,ChatGPT (OpenAI),1019,3,2.0,2024-03-22
USR-CF87AA28,Software Development,Software Engineer,North America,22,Claude (Anthropic),12544,1,17.1,2025-11-27
USR-53053687,Creative & Design,UI/UX Designer,North America,5,Midjourney,2693,3,4.4,2023-08-26
USR-DF295C1D,Creative & Design,UI/UX Designer,Asia-Pacific,19,Midjourney,1697,1,2.2,2024-04-25
USR-B3805CA0,Healthcare,Clinical Admin,Europe,24,Gemini (Google),12076,1,8.6,2023-08-26
USR-FA32AA70,Healthcare,Medical Researcher,North America,22,Claude (Anthropic),10806,1,12.5,2023-11-20
USR-68564E20,Finance,Financial Analyst,North America,25,Perplexity,8994,1,15.5,2023-02-21
USR-AF802B68,Finance,Financial Analyst,North America,16,Midjourney,1635,3,2.2,2024-12-12
USR-6EB806F1,Education,Student,North America,5,Midjourney,2430,2,4.1,2024-08-30
USR-DBC0F611,Finance,Financial Analyst,Asia-Pacific,7,Gemini (Google),4136,1,7.1,2024-03-31
USR-0526CAD3,Healthcare,Clinical Admin,North America,19,Claude (Anthropic),7821,1,9.2,2022-11-17
USR-B7F1D034,Education,Teacher,Europe,1,Perplexity,8830,3,8.0,2026-06-29
USR-1355AF93,Software Development,QA Tester,Asia-Pacific,4,Claude (Anthropic),9777,1,11.8,2023-06-11
USR-87EC514D,Marketing,Social Media Manager,Europe,25,ChatGPT (OpenAI),10507,2,17.9,2026-01-11
USR-18283788,Software Development,Software Engineer,Asia-Pacific,5,Perplexity,7045,1,6.2,2021-09-27
USR-9D0A713B,Marketing,Content Writer,Europe,18,ChatGPT (OpenAI),13038,1,14.5,2024-05-09
USR-7036ECE3,Education,Instructional Designer,North America,10,ChatGPT (OpenAI),13466,3,24.4,2023-10-21
USR-0DAC29E4,Marketing,Marketing Analyst,Europe,17,Perplexity,11599,1,9.9,2023-09-14
USR-685BD5E3,Creative & Design,Illustrator,Asia-Pacific,12,ChatGPT (OpenAI),5411,2,3.5,2024-06-08
USR-5A8C7DDD,Marketing,Marketing Analyst,Latin America,9,ChatGPT (OpenAI),13459,1,12.5,2023-12-24
USR-27CE1671,Creative & Design,Illustrator,North America,6,Midjourney,877,3,0.5,2023-08-12
USR-01AD2F2A,Software Development,Software Engineer,Europe,25,Claude (Anthropic),3047,1,6.1,2025-10-29
USR-7BF6D05E,Healthcare,Clinical Admin,Europe,7,Perplexity,4784,2,8.4,2023-03-22
USR-1C37CB78,Healthcare,Clinical Admin,North America,2,Claude (Anthropic),12616,3,22.7,2024-12-04
USR-7D7D1FE6,Healthcare,Clinical Admin,Asia-Pacific,8,Perplexity,5842,3,6.3,2023-01-10
USR-2AE6270D,Finance,Investment Banker,Asia-Pacific,1,Perplexity,12827,2,17.6,2024-02-12
USR-7012172B,Creative & Design,Graphic Designer,Middle East & Africa,6,Midjourney,2202,2,2.5,2023-03-10
USR-89195764,Creative & Design,UI/UX Designer,North America,8,Midjourney,694,2,1.0,2024-08-19
USR-B68F8F98,Creative & Design,Video Editor,Europe,23,Midjourney,1451,3,3.2,2023-12-19
USR-F8B55D94,Finance,Accountant,Asia-Pacific,13,ChatGPT (OpenAI),12323,1,10.7,2023-02-09
USR-EBEEC218,Education,Instructional Designer,North America,17,Midjourney,681,3,0.6,2023-12-02
USR-0C9F1001,Marketing,Marketing Analyst,North America,16,ChatGPT (OpenAI),2395,2,2.1,2024-10-29
USR-03F7AC67,Education,Teacher,Asia-Pacific,7,ChatGPT (OpenAI),2340,1,3.9,2024-09-30
USR-6079ECEA,Creative & Design,Graphic Designer,North America,9,Perplexity,11462,1,15.1,2023-10-12
USR-B36ACF03,Finance,Accountant,Europe,23,ChatGPT (OpenAI),4639,3,4.9,2022-12-17
USR-D7E96613,Marketing,SEO Specialist,North America,18,Claude (Anthropic),16686,1,8.2,2026-02-14
USR-C3D61DFD,Software Development,Data Scientist,North America,14,GitHub Copilot,33501,3,33.5,2024-01-01
USR-4D00B096,Healthcare,Clinical Admin,North America,6,ChatGPT (OpenAI),3610,1,3.2,2026-01-21
USR-6BF67AA1,Marketing,Marketing Analyst,Europe,1,ChatGPT (OpenAI),4272,2,3.4,2023-12-10
USR-42890C53,Education,Student,Europe,15,ChatGPT (OpenAI),5485,1,7.3,2023-07-24
USR-690B1F56,Finance,Investment Banker,North America,4,Claude (Anthropic),5030,2,4.5,2024-11-22
USR-8023AA0B,Finance,Accountant,Asia-Pacific,22,ChatGPT (OpenAI),6153,1,3.5,2024-04-09
USR-953D61D9,Healthcare,Medical Researcher,Asia-Pacific,18,ChatGPT (OpenAI),11086,2,23.2,2026-05-20
USR-AAA822DA,Creative & Design,UI/UX Designer,Europe,13,Midjourney,3094,3,3.7,2024-04-23
USR-8DD0F835,Finance,Accountant,Asia-Pacific,9,Claude (Anthropic),8240,1,13.2,2023-10-15
USR-B058ED77,Healthcare,Medical Researcher,Europe,18,Gemini (Google),3795,1,4.3,2023-12-12
